ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      4.4353	  0.76076563	     -6.2500
      4.4453	  0.76076563	     -6.2500
      4.4553	  0.76076563	     -6.2500
      4.4653	  0.76076563	     -6.2500
      4.4753	  0.76076563	     -6.2500
      4.4853	  0.76076563	     -6.2500
      4.4953	  0.76076563	     -6.2500
      4.5053	  0.76076563	     -6.2500
      4.5153	  0.76076563	     -6.2500
      4.5253	  0.76076563	     -6.2500
      4.5353	  0.76076563	     -6.2500
      4.5453	  0.76076563	     -6.2500
      4.5553	  0.76076563	     -6.2500
      4.5653	  0.76076563	     -6.2500
      4.5753	  0.76076563	     -6.1875
      4.5853	  0.76076563	     -6.1875
      4.5953	  0.76076563	     -6.1875
      4.6053	  0.76174219	     -6.1250
      4.6153	  0.76271875	     -6.0625
      4.6253	  0.76369531	     -6.0625
      4.6353	  0.76467188	     -6.0000
      4.6453	  0.76564844	     -5.9375
      4.6553	  0.76760156	     -5.8125
      4.6653	  0.76955469	     -5.7500
      4.6753	  0.77053125	     -5.6875
      4.6853	  0.77248438	     -5.5625
      4.6953	  0.77443750	     -5.5000
      4.7054	  0.77639063	     -5.3750
      4.7153	  0.77834375	     -5.2500
      4.7253	  0.78029688	     -5.1250
      4.7353	  0.78322656	     -5.0000
      4.7453	  0.78615625	     -4.8125
      4.7554	  0.78810938	     -4.6875
      4.7653	  0.79103906	     -4.5625
      4.7753	  0.79396875	     -4.3750
      4.7853	  0.79689844	     -4.2500
      4.7953	  0.79885156	     -4.0625
      4.8054	  0.80178125	     -3.9375
      4.8153	  0.80373438	     -3.8125
      4.8253	  0.80568750	     -3.6875
      4.8353	  0.80666406	     -3.5625
      4.8453	  0.80861719	     -3.4375
      4.8554	  0.80959375	     -3.3750
      4.8653	  0.81057031	     -3.3125
      4.8753	  0.81057031	     -3.2500
      4.8853	  0.81057031	     -3.2500
      4.8953	  0.81057031	     -3.2500
      4.9054	  0.81057031	     -3.2500
      4.9153	  0.81057031	     -3.2500
      4.9253	  0.81057031	     -3.2500
      4.9353	  0.81057031	     -3.2500
      4.9453	  0.81057031	     -3.2500
      4.9554	  0.81057031	     -3.2500
      4.9653	  0.81057031	     -3.2500
      4.9753	  0.81057031	     -3.2500
      4.9853	  0.81057031	     -3.2500
      4.9954	  0.81057031	     -3.2500
      5.0054	  0.81057031	     -3.2500
      5.0153	  0.81057031	     -3.2500
      5.0253	  0.81057031	     -3.2500
      5.0353	  0.81057031	     -3.2500
      5.0453	  0.81057031	     -3.2500
      5.0554	  0.81057031	     -3.2500
      5.0653	  0.81057031	     -3.2500
      5.0754	  0.81057031	     -3.2500
      5.0854	  0.81057031	     -3.2500
      5.0954	  0.81057031	     -3.2500
      5.1054	  0.81057031	     -3.2500
      5.1154	  0.81057031	     -3.2500
      5.1254	  0.81057031	     -3.2500
      5.1353	  0.81057031	     -3.2500
      5.1454	  0.81057031	     -3.2500
      5.1554	  0.81057031	     -3.2500
      5.1654	  0.81057031	     -3.2500
      5.1754	  0.81057031	     -3.2500
      5.1854	  0.81057031	     -3.2500
      5.1954	  0.81057031	     -3.2500
      5.2054	  0.81057031	     -3.2500
      5.2154	  0.81057031	     -3.2500
      5.2254	  0.81057031	     -3.2500
      5.2354	  0.81057031	     -3.2500
      5.2454	  0.81057031	     -3.2500
      5.2554	  0.81057031	     -3.2500
      5.2654	  0.81057031	     -3.2500
      5.2754	  0.81057031	     -3.2500
      5.2854	  0.81057031	     -3.2500
      5.2954	  0.81057031	     -3.2500
      5.3054	  0.81057031	     -3.2500
      5.3154	  0.81057031	     -3.2500
      5.3254	  0.81057031	     -3.2500
      5.3354	  0.81057031	     -3.2500
      5.3454	  0.81057031	     -3.2500
      5.3554	  0.81057031	     -3.2500
      5.3654	  0.81057031	     -3.2500
      5.3754	  0.81057031	     -3.2500
      5.3854	  0.81057031	     -3.2500
      5.3954	  0.81057031	     -3.2500
      5.4054	  0.81057031	     -3.2500
      5.4154	  0.81057031	     -3.3125
      5.4254	  0.81057031	     -3.3125
      5.4354	  0.81057031	     -3.3125
      5.4454	  0.81057031	     -3.3125
      5.4554	  0.81057031	     -3.3125
      5.4654	  0.81057031	     -3.3125
      5.4754	  0.81057031	     -3.3125
      5.4854	  0.81057031	     -3.3125
      5.4954	  0.81057031	     -3.3125
      5.5054	  0.81057031	     -3.3125
      5.5154	  0.81057031	     -3.3125
